GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	O15178	TBXT	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15198	SMAD9	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15198	SMAD9	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15209	ZBTB22	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15226	NKRF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15266	SHOX	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15266	SHOX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15266	SHOX	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15266	SHOX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15266	SHOX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15350	TP73	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15350	TP73	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15350	TP73	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15350	TP73	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15350	TP73	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15350	TP73	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15350	TP73	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15350	TP73	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15350	TP73	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15350	TP73	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15353	FOXN1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15353	FOXN1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15353	FOXN1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15353	FOXN1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15370	SOX12	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15370	SOX12	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15370	SOX12	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15370	SOX12	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15370	SOX12	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15370	SOX12	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15391	YY2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15391	YY2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15409	FOXP2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15409	FOXP2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15409	FOXP2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O15409	FOXP2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15409	FOXP2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15499	GSC2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15499	GSC2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15499	GSC2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15499	GSC2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15499	GSC2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15516	CLOCK	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15516	CLOCK	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15516	CLOCK	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15516	CLOCK	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15516	CLOCK	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15516	CLOCK	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15516	CLOCK	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15516	CLOCK	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15516	CLOCK	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15516	CLOCK	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15522	NKX2-8	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15522	NKX2-8	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15522	NKX2-8	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15522	NKX2-8	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15522	NKX2-8	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15525	MAFG	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O15525	MAFG	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15525	MAFG	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O15525	MAFG	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O15535	ZSCAN9	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43167	ZBTB24	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43186	CRX	GO:0001216	DNA-binding transcription activator activity	F
UniProtKB	O43186	CRX	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43186	CRX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43186	CRX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43186	CRX	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43186	CRX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43186	CRX	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43186	CRX	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43248	HOXC11	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43248	HOXC11	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43248	HOXC11	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43248	HOXC11	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43296	ZNF264	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43298	ZBTB43	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43309	ZSCAN12	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43313	ATMIN	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43313	ATMIN	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43313	ATMIN	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43316	PAX4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43316	PAX4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43316	PAX4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43345	ZNF208	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43361	ZNF749	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43361	ZNF749	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43364	HOXA2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43364	HOXA2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43364	HOXA2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43364	HOXA2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43364	HOXA2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43365	HOXA3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43365	HOXA3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43365	HOXA3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43365	HOXA3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43365	HOXA3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43435	TBX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43435	TBX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43435	TBX1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43474	KLF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43474	KLF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43474	KLF4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43474	KLF4	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43474	KLF4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43474	KLF4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43474	KLF4	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43474	KLF4	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43524	FOXO3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43524	FOXO3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43524	FOXO3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43524	FOXO3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43524	FOXO3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43524	FOXO3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43524	FOXO3	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43524	FOXO3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43524	FOXO3	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43524	FOXO3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43623	SNAI2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43623	SNAI2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43623	SNAI2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43623	SNAI2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43623	SNAI2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43623	SNAI2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43623	SNAI2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43623	SNAI2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43638	FOXS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43638	FOXS1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43638	FOXS1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43638	FOXS1	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43638	FOXS1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43680	TCF21	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43680	TCF21	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43680	TCF21	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43680	TCF21	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43680	TCF21	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43680	TCF21	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43711	TLX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43711	TLX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43711	TLX3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43711	TLX3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43763	TLX2	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43763	TLX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43763	TLX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43763	TLX2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43763	TLX2	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43812	DUX1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43812	DUX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43812	DUX1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43829	ZBTB14	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43829	ZBTB14	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O43829	ZBTB14	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43889	CREB3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43889	CREB3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43889	CREB3	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O43889	CREB3	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O43889	CREB3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43889-2	CREB3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43889-2	CREB3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O43889-2	CREB3	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O60248	SOX15	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60248	SOX15	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60248	SOX15	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60248	SOX15	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	O60281	ZNF292	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60281	ZNF292	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	F
UniProtKB	O60284	ST18	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60284	ST18	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60304	ZNF500	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60315	ZEB2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60315	ZEB2	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60315	ZEB2	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	F
UniProtKB	O60381	HBP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60381	HBP1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
UniProtKB	O60393	NOBOX	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	F
